permno,yyyymm,ret,ticker
14541,192601,-0.0646464675664901,CVX
14541,192602,-0.0194384455680847,CVX
14541,192603,-0.0422222204506397,CVX
14541,192604,0.037122968584299,CVX
14541,192605,0.0536912754178047,CVX
14541,192606,0.0299785863608121,CVX
14541,192607,-0.0062370062805712,CVX
14541,192608,0.071129709482193,CVX
14541,192609,-0.049212597310543,CVX
14541,192610,-0.0062111802399158,CVX
14541,192611,-0.016666667535901,CVX
14541,192612,0.0021551724057644,CVX
14541,192701,0.0236559137701988,CVX
14541,192702,-0.0126050421968102,CVX
14541,192703,-0.0474137924611568,CVX
14541,192704,-0.0542986430227756,CVX
14541,192705,0.0454545468091964,CVX
14541,192706,-0.0277777779847383,CVX
14541,192707,0.0238095242530107,CVX
14541,192708,-0.0023255813866853,CVX
14541,192709,0.0141509436070919,CVX
14541,192710,0.0325581394135952,CVX
14541,192711,0.0182232353836298,CVX
14541,192712,-0.0067114094272255,CVX
14541,192801,-0.0135135138407349,CVX
14541,192802,0.0022831049282103,CVX
14541,192803,0.0437788031995296,CVX
14541,192804,0.1125827804207801,CVX
14541,192805,-0.0575396828353405,CVX
14541,192806,-0.0191489364951849,CVX
14541,192807,-0.0108459871262311,CVX
14541,192808,0.0285087712109088,CVX
14541,192809,0.0560344830155372,CVX
14541,192810,-0.00204081623815,CVX
14541,192811,0.2515337467193603,CVX
14541,192812,-0.0447761192917823,CVX
14541,192901,-0.0746527761220932,CVX
14541,192902,0.0225140713155269,CVX
14541,192903,0.1592592597007751,CVX
14541,192904,0.0063897762447595,CVX
14541,192905,-0.0587301589548587,CVX
14541,192906,-0.0119047621265053,CVX
14541,192907,-0.0240963846445083,CVX
14541,192908,0.0881834179162979,CVX
14541,192909,-0.0359477140009403,CVX
14541,192910,-0.0813559293746948,CVX
14541,192911,-0.0573431737720966,CVX
14541,192912,-0.0141129028052091,CVX
14541,193001,-0.0061349691823124,CVX
14541,193002,-0.0205761324614286,CVX
14541,193003,0.1252653896808624,CVX
14541,193004,0.1188679262995719,CVX
14541,193005,-0.04047217592597,CVX
14541,193006,-0.1542553156614303,CVX
14541,193007,0.0524109005928039,CVX
14541,193008,-0.0278884470462799,CVX
14541,193009,-0.0890269130468368,CVX
14541,193010,-0.072727270424366,CVX
14541,193011,-0.0077450983226299,CVX
14541,193012,-0.0714285746216774,CVX
14541,193101,0.0384615398943424,CVX
14541,193102,0.06084655970335,CVX
14541,193103,-0.128787875175476,CVX
14541,193104,-0.1420289874076843,CVX
14541,193105,-0.0641891881823539,CVX
14541,193106,0.1139705851674079,CVX
14541,193107,-0.0429042913019657,CVX
14541,193108,0.1344827562570572,CVX
14541,193109,-0.2592592537403106,CVX
14541,193110,0.1333333402872085,CVX
14541,193111,-0.0625,CVX
14541,193112,-0.2000000029802322,CVX
14541,193201,-0.0900000035762786,CVX
14541,193202,0.0879120901226997,CVX
14541,193203,-0.0051546390168368,CVX
14541,193204,-0.2538860142230987,CVX
14541,193205,-0.0347222238779068,CVX
14541,193206,0.0814814791083335,CVX
14541,193207,0.3630136847496032,CVX
14541,193208,0.1859296411275863,CVX
14541,193209,-0.125,CVX
14541,193210,-0.01970443315804,CVX
14541,193211,-0.0050251255743205,CVX
14541,193212,0.0103092780336737,CVX
14541,193301,-0.0051020407117903,CVX
14541,193302,-0.1384615451097488,CVX
14541,193303,0.0670731738209724,CVX
14541,193304,0.3942857086658478,CVX
14541,193305,0.0901639312505722,CVX
14541,193306,0.1022727265954017,CVX
14541,193307,-0.0790378004312515,CVX
14541,193308,0.1940298527479171,CVX
14541,193309,0.0062893079593777,CVX
14541,193310,-0.0437499992549419,CVX
14541,193311,0.0947712436318397,CVX
14541,193312,-0.0150150153785943,CVX
14541,193401,0.0152439028024673,CVX
14541,193402,-0.0630630627274513,CVX
14541,193403,-0.0451612919569015,CVX
14541,193404,-0.0472972989082336,CVX
14541,193405,-0.0602836869657039,CVX
14541,193406,0.0494296588003635,CVX
14541,193407,-0.0833333358168602,CVX
14541,193408,0.0988142266869545,CVX
14541,193409,-0.1014492735266685,CVX
14541,193410,0.0362903214991092,CVX
14541,193411,-0.0038910505827516,CVX
14541,193412,0.0236220471560955,CVX
14541,193501,-0.0692307725548744,CVX
14541,193502,-0.0082644624635577,CVX
14541,193503,-0.008403361774981,CVX
14541,193504,0.1483050882816314,CVX
14541,193505,0.0110701108351349,CVX
14541,193506,0.0,CVX
14541,193507,-0.0220588240772485,CVX
14541,193508,-0.0300751887261867,CVX
14541,193509,0.015625,CVX
14541,193510,0.1307692378759384,CVX
14541,193511,0.0034013604745268,CVX
14541,193512,0.0989761129021644,CVX
14541,193601,0.0869565233588218,CVX
14541,193602,0.0468571446835994,CVX
14541,193603,-0.0302197802811861,CVX
14541,193604,-0.1331444829702377,CVX
14541,193605,-0.0379084981977939,CVX
14541,193606,0.0308219175785779,CVX
14541,193607,0.0,CVX
14541,193608,-0.0518272407352924,CVX
14541,193609,0.0176678448915481,CVX
14541,193610,0.0902777761220932,CVX
14541,193611,-0.0114649683237075,CVX
14541,193612,0.1493506431579589,CVX
14541,193701,0.0536723174154758,CVX
14541,193702,0.0278820376843214,CVX
14541,193703,-0.0131233595311641,CVX
14541,193704,-0.0558510646224021,CVX
14541,193705,-0.0095774643123149,CVX
14541,193706,-0.0718390792608261,CVX
14541,193707,0.0959752351045608,CVX
14541,193708,-0.0096045201644301,CVX
14541,193709,-0.1527377516031265,CVX
14541,193710,-0.0748299285769462,CVX
14541,193711,-0.0720588266849517,CVX
14541,193712,-0.0569105707108974,CVX
14541,193801,0.0258620698004961,CVX
14541,193802,0.1210084035992622,CVX
14541,193803,-0.2310606092214584,CVX
14541,193804,0.1330049186944961,CVX
14541,193805,-0.079130433499813,CVX
14541,193806,0.1674641221761703,CVX
14541,193807,0.0737704932689666,CVX
14541,193808,-0.0770992338657379,CVX
14541,193809,0.0041841003112494,CVX
14541,193810,-0.0083333337679505,CVX
14541,193811,-0.0722689107060432,CVX
14541,193812,0.0504587143659591,CVX
14541,193901,-0.021834060549736,CVX
14541,193902,0.0062500000931322,CVX
14541,193903,-0.0403587445616722,CVX
14541,193904,0.0046728970482945,CVX
14541,193905,0.0018604651559144,CVX
